,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
491,2,['ExpansionHunter'],2,"['DEMBresearch', 'Diren52']",3,"['mdziurzynski', 'Haelmorn', 'Diren52']",2,"['rnaseq_qc', 'ExpansionHunter-nf']"
492,1,['fastPHASE'],1,['DEMBresearch'],2,"['mdziurzynski', 'Haelmorn']",1,['rnaseq_qc']
493,1,['FastQC'],1,['DEMBresearch'],2,"['mdziurzynski', 'Haelmorn']",1,['rnaseq_qc']
494,1,['BWA'],1,['DEMBresearch'],2,"['mdziurzynski', 'Haelmorn']",1,['rnaseq_qc']
495,1,['BWA'],1,['DEMBresearch'],2,"['mdziurzynski', 'Haelmorn']",1,['rnaseq_qc']
496,1,"['SAMtools', 'SAMtools']",1,['DEMBresearch'],2,"['mdziurzynski', 'Haelmorn']",1,['rnaseq_qc']
497,1,['Picard'],1,['DLBPointon'],1,['DLBPointon'],1,['annotation-pipeline-nextflow']
498,1,['FastQC'],1,['DLBPointon'],1,['DLBPointon'],1,['annotation-pipeline-nextflow']
499,1,['Picard'],1,['DLBPointon'],1,['DLBPointon'],1,['annotation-pipeline-nextflow']
500,1,['FastQC'],1,['DLBPointon'],1,['DLBPointon'],1,['annotation-pipeline-nextflow']
501,2,['SAMtools'],2,"['DLBPointon', 'Dowell-Lab']",5,"['DLBPointon', 'zmaas', 'ignaciot', 'lynn-sanford', 'maallen3']",2,"['annotation-pipeline-nextflow', 'Nascent-Flow']"
502,1,['BWA'],1,['DLBPointon'],1,['DLBPointon'],1,['annotation-pipeline-nextflow']
503,1,['GATK'],1,['DLBPointon'],1,['DLBPointon'],1,['annotation-pipeline-nextflow']
504,1,['SAMtools'],1,['DLBPointon'],1,['DLBPointon'],1,['annotation-pipeline-nextflow']
505,1,['SAMtools'],1,['DLBPointon'],1,['DLBPointon'],1,['annotation-pipeline-nextflow']
506,1,['Trimmomatic'],1,['DLBPointon'],1,['DLBPointon'],1,['annotation-pipeline-nextflow']
507,1,['Picard'],1,['DLBPointon'],1,['DLBPointon'],1,['annotation-pipeline-nextflow']
508,1,['FastQC'],1,['DaneVass'],1,['DaneVass'],1,['BARtab']
509,1,['Cutadapt'],1,['DaneVass'],1,['DaneVass'],1,['BARtab']
510,1,"['Bowtie', 'SAMtools', 'SAMtools', 'SAMtools']",1,['DaneVass'],1,['DaneVass'],1,['BARtab']
511,1,['SAMtools'],1,['DaneVass'],1,['DaneVass'],1,['BARtab']
512,1,['MultiQC'],1,['DaneVass'],1,['DaneVass'],1,['BARtab']
513,1,['FastQC'],1,['DimmestP'],1,['DimmestP'],1,['nextflow_paired_reads_pipeline']
514,1,['Cutadapt'],1,['DimmestP'],1,['DimmestP'],1,['nextflow_paired_reads_pipeline']
515,1,['HISAT2'],1,['DimmestP'],1,['DimmestP'],1,['nextflow_paired_reads_pipeline']
516,1,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",1,['DimmestP'],1,['DimmestP'],1,['nextflow_paired_reads_pipeline']
517,1,"['BEDTools', 'BEDTools']",1,['DimmestP'],1,['DimmestP'],1,['nextflow_paired_reads_pipeline']
518,1,['FeatureCounts'],1,['DimmestP'],1,['DimmestP'],1,['nextflow_paired_reads_pipeline']
519,1,['MultiQC'],1,['DimmestP'],1,['DimmestP'],1,['nextflow_paired_reads_pipeline']
520,1,"['Picard', 'SAMtools']",1,['DossenaCarolina'],1,['DossenaCarolina'],1,['TF_footprint']
521,1,"['SAMtools', 'SAMtools']",1,['DossenaCarolina'],1,['DossenaCarolina'],1,['TF_footprint']
522,1,['BEDTools'],1,['DossenaCarolina'],1,['DossenaCarolina'],1,['TF_footprint']
523,1,['meme_fimo'],1,['DossenaCarolina'],1,['DossenaCarolina'],1,['TF_footprint']
524,1,"['SAMtools', 'SAMtools']",1,['Dowell-Lab'],2,"['lynn-sanford', 'rutendos']",1,['Bidirectional-Flow']
525,1,"['SAMtools', 'SAMtools']",1,['Dowell-Lab'],2,"['lynn-sanford', 'rutendos']",1,['Bidirectional-Flow']
526,1,['BEDTools'],1,['Dowell-Lab'],2,"['lynn-sanford', 'rutendos']",1,['Bidirectional-Flow']
527,1,"['BEDTools', 'BEDTools']",1,['Dowell-Lab'],2,"['lynn-sanford', 'rutendos']",1,['Bidirectional-Flow']
528,1,['BEDTools'],1,['Dowell-Lab'],2,"['lynn-sanford', 'rutendos']",1,['Bidirectional-Flow']
529,1,['BEDTools'],1,['Dowell-Lab'],2,"['lynn-sanford', 'rutendos']",1,['Bidirectional-Flow']
530,2,"['Sambamba', 'Sambamba']",2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",2,"['NextFlow-VC-pipeline', 'ChIP-Flow']"
531,3,['SAMtools'],3,"['EBIvariation', 'ErasmusMC-Bioinformatics', 'Dowell-Lab']",9,"['BaronKoy', 'willemdek11', 'tcezard', 'JasperO98', 'WhoisDonlee', 'mistyskye', 'tskir', 'andresfsilva', 'apriltuesday']",3,"['NextFlow-VC-pipeline', 'variant-remapping', 'ChIP-Flow']"
532,1,['HISAT2'],1,['Dowell-Lab'],0,[],1,['ChIP-Flow']
533,1,['FastQC'],1,['Dowell-Lab'],0,[],1,['ChIP-Flow']
534,3,['GATK'],2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",2,"['NextFlow-VC-pipeline', 'ChIP-Flow']"
535,3,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",2,"['NextFlow-VC-pipeline', 'ChIP-Flow']"
536,3,"['preseq', 'preseq']",2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",2,"['NextFlow-VC-pipeline', 'ChIP-Flow']"
537,4,['IGVtools'],3,"['nf-core', 'ErasmusMC-Bioinformatics', 'Dowell-Lab']",10,"['maxulysse', 'Hammarn', 'willemdek11', 'JasperO98', 'WhoisDonlee', 'higsch', 'szilvajuhos', 'ewels', 'chadisaad', 'matq007']",3,"['NextFlow-VC-pipeline', 'ChIP-Flow', 'rnafusion']"
538,3,['GATK'],2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",2,"['NextFlow-VC-pipeline', 'ChIP-Flow']"
539,2,['GATK'],2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",7,"['JasperO98', 'willemdek11', 'zmaas', 'ignaciot', 'WhoisDonlee', 'lynn-sanford', 'maallen3']",2,"['NextFlow-VC-pipeline', 'Nascent-Flow']"
540,2,['HISAT2'],2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",7,"['JasperO98', 'willemdek11', 'zmaas', 'ignaciot', 'WhoisDonlee', 'lynn-sanford', 'maallen3']",2,"['NextFlow-VC-pipeline', 'Nascent-Flow']"
541,2,['FastQC'],2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",7,"['JasperO98', 'willemdek11', 'zmaas', 'ignaciot', 'WhoisDonlee', 'lynn-sanford', 'maallen3']",2,"['NextFlow-VC-pipeline', 'Nascent-Flow']"
542,2,['GATK'],2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",7,"['JasperO98', 'willemdek11', 'zmaas', 'ignaciot', 'WhoisDonlee', 'lynn-sanford', 'maallen3']",2,"['NextFlow-VC-pipeline', 'Nascent-Flow']"
543,2,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",7,"['JasperO98', 'willemdek11', 'zmaas', 'ignaciot', 'WhoisDonlee', 'lynn-sanford', 'maallen3']",2,"['NextFlow-VC-pipeline', 'Nascent-Flow']"
544,2,"['preseq', 'preseq']",2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",7,"['JasperO98', 'willemdek11', 'zmaas', 'ignaciot', 'WhoisDonlee', 'lynn-sanford', 'maallen3']",2,"['NextFlow-VC-pipeline', 'Nascent-Flow']"
545,1,['BEDTools'],1,['Dowell-Lab'],4,"['ignaciot', 'zmaas', 'lynn-sanford', 'maallen3']",1,['Nascent-Flow']
546,2,['BCFtools'],2,"['ErasmusMC-Bioinformatics', 'Dowell-Lab']",7,"['JasperO98', 'willemdek11', 'zmaas', 'ignaciot', 'WhoisDonlee', 'lynn-sanford', 'maallen3']",2,"['NextFlow-VC-pipeline', 'Nascent-Flow']"
547,1,['BEDTools'],1,['Dowell-Lab'],4,"['ignaciot', 'zmaas', 'lynn-sanford', 'maallen3']",1,['Nascent-Flow']
548,1,"['FastQC', 'HISAT2', 'SAMtools', 'preseq', 'BEDTools', 'IGVtools']",1,['Dowell-Lab'],3,"['lynn-sanford', 'maallen3', 'zmaas']",1,['RNAseq-Flow']
549,1,['FastQC'],1,['Dowell-Lab'],3,"['lynn-sanford', 'maallen3', 'zmaas']",1,['RNAseq-Flow']
550,1,['HISAT2'],1,['Dowell-Lab'],3,"['lynn-sanford', 'maallen3', 'zmaas']",1,['RNAseq-Flow']
551,1,['FastQC'],1,['Dowell-Lab'],3,"['lynn-sanford', 'maallen3', 'zmaas']",1,['RNAseq-Flow']
552,1,['HISAT2'],1,['Dowell-Lab'],3,"['lynn-sanford', 'maallen3', 'zmaas']",1,['RNAseq-Flow']
553,1,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",1,['Dowell-Lab'],3,"['lynn-sanford', 'maallen3', 'zmaas']",1,['RNAseq-Flow']
554,2,"['BEDTools', 'BEDTools']",2,"['nf-core', 'Dowell-Lab']",5,"['zmaas', 'ignaciot', 'lynn-sanford', 'apeltzer', 'maallen3']",2,"['nascent', 'RNAseq-Flow']"
555,2,['IGVtools'],2,"['nf-core', 'Dowell-Lab']",5,"['zmaas', 'lynn-sanford', 'ewels', 'remiolsen', 'maallen3']",2,"['neutronstar', 'RNAseq-Flow']"
556,2,['Percolator'],2,"['nf-core', 'Dowell-Lab']",9,"['maxulysse', 'nf-core-bot', 'zmaas', 'lynn-sanford', 'ggabernet', 'ypriverol', 'jpfeuffer', 'Zethson', 'maallen3']",2,"['proteomicslfq', 'RNAseq-Flow']"
557,1,['BCFtools'],1,['EBIvariation'],6,"['BaronKoy', 'tcezard', 'mistyskye', 'tskir', 'andresfsilva', 'apriltuesday']",1,['variant-remapping']
558,1,['BCFtools'],1,['EBIvariation'],6,"['BaronKoy', 'tcezard', 'mistyskye', 'tskir', 'andresfsilva', 'apriltuesday']",1,['variant-remapping']
559,1,['BCFtools'],1,['EBIvariation'],6,"['BaronKoy', 'tcezard', 'mistyskye', 'tskir', 'andresfsilva', 'apriltuesday']",1,['variant-remapping']
560,1,['BCFtools'],1,['EBIvariation'],6,"['BaronKoy', 'tcezard', 'mistyskye', 'tskir', 'andresfsilva', 'apriltuesday']",1,['variant-remapping']
561,1,['BEDTools'],1,['EBIvariation'],6,"['BaronKoy', 'tcezard', 'mistyskye', 'tskir', 'andresfsilva', 'apriltuesday']",1,['variant-remapping']
562,1,"['REDUCE', 'REDUCE', 'Minimap2', 'SAMtools']",1,['EBIvariation'],6,"['BaronKoy', 'tcezard', 'mistyskye', 'tskir', 'andresfsilva', 'apriltuesday']",1,['variant-remapping']
563,1,['SAMtools'],1,['EBIvariation'],6,"['BaronKoy', 'tcezard', 'mistyskye', 'tskir', 'andresfsilva', 'apriltuesday']",1,['variant-remapping']
564,1,"['Bowtie', 'SAMtools']",1,['EBIvariation'],6,"['BaronKoy', 'tcezard', 'mistyskye', 'tskir', 'andresfsilva', 'apriltuesday']",1,['variant-remapping']
565,1,['Bowtie'],1,['EBIvariation'],6,"['BaronKoy', 'tcezard', 'mistyskye', 'tskir', 'andresfsilva', 'apriltuesday']",1,['variant-remapping']
566,2,['BEDTools'],2,"['Ed-G655', 'ErasmusMC-Bioinformatics']",4,"['WhoisDonlee', 'JasperO98', 'Ed-G655', 'willemdek11']",2,"['NextFlow-VC-pipeline', 'nf-miRNA-SNPs-classify.nf']"
567,1,['BEDTools'],1,['Ed-G655'],1,['Ed-G655'],1,['nf-miRNA-SNPs-classify']
568,1,['PRANK'],1,['Emilyaoc'],3,"['abumadsen', 'Emilyaoc', 'mahesh-panchal']",1,['Nextflow-selection-workflow']
569,1,['HyPhy'],1,['Emilyaoc'],3,"['abumadsen', 'Emilyaoc', 'mahesh-panchal']",1,['Nextflow-selection-workflow']
570,1,['SAMtools'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
571,1,['AMBER'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
572,1,['SAMtools'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
573,1,['SAMtools'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
574,1,['GATK'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
575,2,['GATK'],2,"['Eugloh', 'ErasmusMC-Bioinformatics']",4,"['Eugloh', 'WhoisDonlee', 'JasperO98', 'willemdek11']",2,"['NextFlow-VC-pipeline', 'AmpliconPCR-nf']"
576,1,['GATK'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
577,1,['GATK'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
578,1,['GATK'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
579,1,['GATK'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
580,1,['NGSUtils'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
581,1,['qusage'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
582,1,"['BCFtools', 'BCFtools']",1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
583,1,['BCFtools'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
584,1,['BCFtools'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
585,1,['BCFtools'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
586,1,"['BCFtools', 'BCFtools']",1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
587,1,['snpEff'],1,['ErasmusMC-Bioinformatics'],3,"['WhoisDonlee', 'JasperO98', 'willemdek11']",1,['NextFlow-VC-pipeline']
588,1,['VSEARCH'],1,['Etjean'],1,['Etjean'],1,['Long_project']
589,1,['VSEARCH'],1,['Etjean'],1,['Etjean'],1,['Long_project']
590,1,['VSEARCH'],1,['Etjean'],1,['Etjean'],1,['Long_project']
591,1,['VSEARCH'],1,['Etjean'],1,['Etjean'],1,['Long_project']
592,1,['VSEARCH'],1,['Etjean'],1,['Etjean'],1,['Long_project']
593,1,['VSEARCH'],1,['Etjean'],1,['Etjean'],1,['Long_project']
594,1,['VSEARCH'],1,['Etjean'],1,['Etjean'],1,['Long_project']
595,1,['BioMe'],1,['Etjean'],1,['Etjean'],1,['Long_project']
596,1,['FastQC'],1,['Eugloh'],1,['Eugloh'],1,['AmpliconPCR-nf']
597,2,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['Eugloh', 'FAANG']",20,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'Eugloh', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",2,"['AmpliconPCR-nf', 'GSM-pipeline']"
598,1,['MultiQC'],1,['Eugloh'],1,['Eugloh'],1,['AmpliconPCR-nf']
599,1,['VSEARCH'],1,['Eugloh'],1,['Eugloh'],1,['AmpliconPCR-nf']
600,1,['VSEARCH'],1,['Eugloh'],1,['Eugloh'],1,['AmpliconPCR-nf']
601,1,['VSEARCH'],1,['Eugloh'],1,['Eugloh'],1,['AmpliconPCR-nf']
602,1,['G-BLASTN'],1,['Eugloh'],1,['Eugloh'],1,['AmpliconPCR-nf']
603,2,['preseq'],2,"['nf-core', 'FAANG']",19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",2,"['GSM-pipeline', 'mnaseseq']"
604,2,['Picard'],2,"['nf-core', 'FAANG']",19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",2,"['GSM-pipeline', 'mnaseseq']"
605,34,['Bowtie'],30,"['nf-core', 'cometsong', 'tamara-hodgetts', 'vibbits', 'junyu-boston', 'noamteyssier', 'mbosio85', 'bioatlas', 'esrice', 'bigbio', 'oisinmccaffrey', 'NorwegianVeterinaryInstitute', 'bcgsc', 'GMS6804-master', 'nibscbioinformatics', 'MDU-PHL', 'Monia234', 'jtmccr1', 'czbiohub', 'maxibor', 'FredHutch', 'chelauk', 'luslab', 'FriederikeHanssen', 'pblaney', 'elyadlezmi', 'FAANG', 'leipzig', 'ralsallaq', 'IARCbioinfo']",113,"['husensofteng', 'rsuchecki', 'cometsong', 'nf-core-bot', 'sven1103', 'saramonzon', 'Galithil', 'kviljoen', 'ktrns', 'esrice', 'aanil', 'sureshhewabi', 'dlemas', 'chelauk', 'jemten', 'na399', 'FriederikeHanssen', 'KevinMenden', 'robsyme', 'pblaney', 'stevekm', 'andersgs', 'alneberg', 'leipzig', 'apeltzer', 'stevin-wilson', 'DiegoBrambilla', 'tamara-hodgetts', 'jgriss', 'gdevailly', 'noirot', 'jordwil', 'ortzf', 'colindaven', 'orionzhou', 'sminot', 'amayer21', 'jtmccr1', 'drejom', 'samlhao', 'silviamorins', 'vezzi', 'ewels', 'grst', 'jcurado-flomics', 'george-hall-ucl', 'marchoeppner', 'jburos', 'RichardCorbett', 'V-Catherine', 'pditommaso', 'drpowell', 'olgabot', 'aurelieGabriel', 'chris-cheshire', 'rfenouil', 'maxulysse', 'mbosio85', 'mvanins', 'oisinmccaffrey', 'c-mertes', 'pcantalupo', 'mashehu', 'jfy133', 'lpantano', 'alesssia', 'senthil10', 'nalcala', 'ypriverol', 'Emiller88', 'JoseEspinosa', 'BABS-STP1', 'd4straub', 'antunderwood', 'elyadlezmi', 'nvk747', 'LaurenceKuhl', 'mfoll', 'pranathivemuri', 'mjmansfi', 'veeravalli', 'paulklemm', 'matrulda', 'SpikyClip', 'noamteyssier', 'MiguelJulia', 'Hammarn', 'sofiahaglund', 'adomingues', 'adigenova', 'jun-wan', 'mwalzer', 'skrakau', 'zxl124', 'Lipinski-B', 'svarona', 'heuermh', 'Thomieh73', 'mahesh-panchal', 'maxibor', 'abhi18av', 'ppericard', 'ErikaKvalem', 'Jani-94', 'phue', 'lescai', 'chuan-wang', 'FelixKrueger', 'ggabernet', 'arontommi', 'drpatelh', 'ralsallaq', 'erikrikarddaniel']",33,"['IARC-imputation', 'GSM-pipeline', 'nf-core-denovohybrid', 'ampliflow', 'modules', 'nextflow_pipelines', 'mnaseseq', 'ATAC_Seq_nxf', 'metaGx_nf', 'viralrecon', 'BQSR-nf', 'mgp1000', 'kovid-trees-nf', 'bft-nf', 'Nepal', 'RNA2CM', 'bam2cram', 'shrnacount', 'workflows', 'coproID', 'nf-workflows', 'nf-core-gatkcohortcall', 'nf-core-trimmomatic', 'm6a', 'diamond-build-tax-db', 'clipseq.nextflow', 'NextFlow_pipelines', 'rnaseq', 'TMBur', 'YAMP', 'sc2-ngs-analysis', 'dicerna-rnaseq', 'nf-atac-seq']"
606,2,['Bismark'],2,"['nf-core', 'FAANG']",19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",2,"['GSM-pipeline', 'mnaseseq']"
607,2,['SAMtools'],2,"['nf-core', 'FAANG']",19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",2,"['GSM-pipeline', 'mnaseseq']"
608,2,['Bowtie'],2,"['nf-core', 'FAANG']",116,"['Mxrcon', 'sven1103', 'nf-core-bot', 'kevbrick', 'Midnighter', 'yuukiiwa', 'njspix', 'sofstam', 'nebfield', 'jemten', 'FriederikeHanssen', 'KevinMenden', 'yocra3', 'robsyme', 'stevekm', 'i-pletenev', 'andersgs', 'thanhleviet', 'santiagorevale', 'alneberg', 'apeltzer', 'kmurat1', 'lskatz', 'Erkison', 'tamara-hodgetts', 'charles-plessy', 'Darcy220606', 'gdevailly', 'noirot', 'rannick', 'colindaven', 'oschwengers', 'Jeremy1805', 'AntoniaSchuster', 'avantonder', 'klkeys', 'fmalmeida', 'suzannejin', 'riederd', 'sysbiocoder', 'ewels', 'grst', 'fullama', 'alexandregilardet', 'tamuanand', 'SPPearce', 'jinmingda', 'jianhong', 'pditommaso', 'hseabolt', 'SusiJo', 'mjakobs', 'lassefolkersen', 'chris-cheshire', 'FloWuenne', 'maxulysse', 'Mark-S-Hill', 'ajodeh-juma', 'kaurravneet4123', 'sruthipsuresh', 'ljmesi', 'subwaystation', 'sguizard', 'louperelo', 'c-mertes', 'mashehu', 'jfy133', 'candiceh08', 'alesssia', 'spficklin', 'Emiller88', 'rpetit3', 'JoseEspinosa', 'antunderwood', 'd4straub', 'Danilo2771', 'projectoriented', 'nvk747', 'bunop', 'fbdtemme', 'mjcipriano', 'sateeshperi', 'MillironX', 'muffato', 'Gwennid', 'piotr-faba-ardigen', 'ramprasadn', 'ntoda03', 'Hammarn', 'sidorov-si', 'kojix2', 'GCJMackenzie', 'nickhsmith', 'MGordon09', 'emnilsson', 'heuermh', 'mahesh-panchal', 'aleksandrabliznina', 'abhi18av', 'maxibor', 'Jani-94', 'pericsson', 'phue', 'lescai', 'annacprice', 'RHReynolds', 'praveenraj2018', 'bjohnnyd', 'FelixKrueger', 'jfnavarro', 'BatoolMM', 'ggabernet', 'sima-r', 'arontommi', 'drpatelh', 'erikrikarddaniel']",2,"['GSM-pipeline', 'modules']"
609,1,"['Picard', 'SAMtools']",1,['FAANG'],19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",1,['GSM-pipeline']
610,1,['SAMtools'],1,['FAANG'],19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",1,['GSM-pipeline']
611,1,['CGmapTools'],1,['FAANG'],19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",1,['GSM-pipeline']
612,1,['SAMtools'],1,['FAANG'],19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",1,['GSM-pipeline']
613,1,['CGmapTools'],1,['FAANG'],19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",1,['GSM-pipeline']
614,1,"['CGmapTools', 'CGmapTools', 'CGmapTools']",1,['FAANG'],19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",1,['GSM-pipeline']
615,1,['CGmapTools'],1,['FAANG'],19,"['maxulysse', 'sven1103', 'nf-core-bot', 'gdevailly', 'noirot', 'Hammarn', 'colindaven', 'mashehu', 'Jani-94', 'alesssia', 'ewels', 'phue', 'robsyme', 'pditommaso', 'FelixKrueger', 'alneberg', 'nvk747', 'apeltzer', 'drpatelh']",1,['GSM-pipeline']
