,list_contrib,list_own,list_wf,nb_contrib,nb_own,nb_reuse,nb_wf,tools
369,{'Puumanamana'},{'hawaiidatascience'},{'metaflowmics'},1.0,1.0,1.0,1.0,"['SummaryAUC', 'AbDesign']"
370,{'BioWilko'},{'BioWilko'},{'Papaya'},1.0,1.0,1.0,1.0,"['Minimap2', 'seqtk']"
371,"{'didillysquat', 'ntoda03', 'BrianSanderson'}","{'didillysquat', 'ntoda03', 'TheJacksonLaboratory'}","{'mmrSVD', 'kopp_2021_fowl', 'cycleassembler'}",3.0,3.0,4.0,3.0,['NGMLR']
372,"{'ewels', 'yuxuth', 'jianhong', 'nf-core-bot'}",{'jianhong'},{'nf-core-hicar'},4.0,1.0,1.0,1.0,"['4peaks', 'collapsereads', 'FIT']"
373,"{'AbigailShockey', 'k-florek'}",{'wslh-bio'},{'spriggan'},2.0,1.0,1.0,1.0,"['ORGANISMS', 'readfastafile', 'SIDR', 'ORGANISMS']"
374,"{'sunitj', 'kkerns85'}","{'FischbachLab', 'kkerns85'}","{'midas_nextflow', 'midas_nf_tower', 'nf-midas'}",2.0,2.0,3.0,3.0,['SNPs']
375,"{'chbk', 'alexthiery', 'sguizard', 'sdjebali', 'evaham1', 'peterwharrison', 'cguyomar'}","{'FAANG', 'sguizard', 'Streit-lab'}","{'analysis-TAGADA', 'nf-feelnc', 'streitlab-nf-modules'}",7.0,3.0,3.0,3.0,['Match']
376,"{'ameintjes', 'kerimoff', 'aurelieGabriel', 'Lipinski-B', 'mfoll', 'ralf-tambets', 'kauralasoo', 'mamanambiya'}","{'Monia234', 'h3abionet', 'eQTL-Catalogue', 'IARCbioinfo'}","{'genimpute', 'chipimputation_evaluate_chips', 'Imputation-nf', 'IARC-imputation'}",8.0,4.0,4.0,4.0,"['BCFtools', 'Eagle']"
377,"{'jgolob', 'sminot', 'maxemil', 'Channing-Zeng'}","{'jgolob', 'Channing-Zeng', 'maxemil'}","{'maliampi', 'metagenomics-nf', 'PhyloMagnet'}",4.0,3.0,3.0,3.0,['EPA-ng']
378,{'fmaguire'},{'fmaguire'},{'filter_flow'},1.0,1.0,1.0,1.0,['PALADIN']
379,"{'mfoll', 'nalcala', 'V-Catherine', 'brentp', 'hysteron'}",{'Monia234'},{'IARC-alignement'},5.0,1.0,1.0,1.0,"['Sambamba', 'SAMBLASTER', 'Sambamba']"
380,"{'Paul-rk-cruz', 'Paulrkcruz'}",{'Paul-rk-cruz'},{'HRV_Pipeline'},2.0,1.0,1.0,1.0,"['G-BLASTN', 'HPViewer']"
381,{'fredericlemoine'},{'evolbioinfo'},{'booster-workflows'},1.0,1.0,1.0,1.0,"['goalign', 'PhyML']"
382,"{'jeslipp', 'skiniry', 'JackCurragh', 't-neumann', 'fruce-ki'}","{'ZuberLab', 'JackCurragh'}","{'crispr-process-nf', 'crispr-nf', 'riboseq_data_processing'}",5.0,2.0,5.0,3.0,['cshl_fastx_trimmer']
383,{'cschu'},{'zellerlab'},{'gaga2'},1.0,1.0,1.0,1.0,['Figaro']
384,"{'tbugfinder', 'ggabernet', 'maxulysse', 'subwaystation', 'apeltzer', 'ewels', 'KevinMenden', 'nf-core-bot'}",{'nf-core'},{'airrflow'},8.0,1.0,1.0,1.0,['VDJdb']
385,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'ThiloSchulze', 'Darcy220606', 'Midnighter', 'nebfield', 'leebrian', 'Mxrcon', 'sofstam', 'd4straub', 'nickhsmith', 'rannick', 'cjjossart', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'gtuckerkellogg', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'Puumanamana', 'angelovangel', 'RaverJay', 'jfy133', 'sateeshperi', 'mashehu', 'sima-r', 'bwlang', 'mciprianoCDC', 'ajodeh-juma', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'AntoniaSchuster', 'hoelzer', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'BatoolMM', 'DataSpott', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'abhi18av', 'apeltzer', 'mahesh-panchal', 'i-pletenev', 'mult1fractal', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'MarieLataretu', 'ning-y', 'HadrienG', 'ggabernet', 'c-mertes', 'GCJMackenzie', 'jemten', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'replikation', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'HadrienG', 'CDCgov', 'hawaiidatascience', 'ajodeh-juma', 'ThiloSchulze', 'nf-core', 'replikation', 'GTK-lab', 'MDU-PHL'}","{'poreCov', 'kovid-trees-nf', 'arbetsprov', 'nextflow-awsbatch', 'modules', 'metaflowmics', 'bactmap', 'docker_pipelines', 'mycosnp-nf', 'orthology-inference', 'rvfvtyping'}",121.0,9.0,11.0,11.0,['FastTree']
386,{'aarandad'},{'aarandad'},{'demuxer'},1.0,1.0,1.0,1.0,"['Cutadapt', 'fastPHASE']"
387,"{'fmaguire', 'Mxrcon', 'TGotwig', 'Accio', 'rpetit3'}",{'bactopia'},{'bactopia'},5.0,1.0,1.0,1.0,"['SEQing', 'Lighter', 'FastQC']"
388,"{'robsyme', 'nathanhaigh', 'jimmybgammyknee', 'ashleethomson', 'a-lud'}","{'c3g', 'sagc-bioinformatics'}","{'modules', 'genflow-dnaseq'}",5.0,2.0,2.0,2.0,"['BWA', 'SAMtools', 'Sambamba', 'Sambamba']"
389,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Mxrcon', 'sofstam', 'd4straub', 'nickhsmith', 'rannick', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'BrianSanderson', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'jfy133', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'BatoolMM', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'ggabernet', 'c-mertes', 'GCJMackenzie', 'jemten', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}","{'nf-core', 'TheJacksonLaboratory'}","{'mmrSVD', 'modules'}",106.0,2.0,2.0,2.0,['Delly2']
390,"{'stevekm', 'ggabernet', 'MiguelJulia', 'rastiks', 'saramonzon', 'morpholino', 'ktrns', 'JoseEspinosa', 'maxulysse', 'drpatelh', 'svarona', 'heuermh', 'jcurado-flomics', 'ewels', 'Simontuk'}","{'Simontuk', 'rastiks'}","{'sprint_covseq', 'viralrecon'}",15.0,2.0,2.0,2.0,"['AIVAR', 'BCFtools']"
391,"{'tiagofilipe12', 'jmarvil', 'davepallot'}","{'tiagofilipe12', 'ASKAP-EMUCat'}","{'pATLAS-db-creation', 'emucat_workflows'}",3.0,2.0,6.0,2.0,['Bioservices']
392,"{'rmcolq', 'jgolob', 'fanninpm', 'Puumanamana', 'sminot', 'Channing-Zeng', 'friesac'}","{'hawaiidatascience', 'jgolob', 'COG-UK', 'usafsam', 'Channing-Zeng'}","{'datapipe', 'metaflowmics', 'metagenomics-nf', 'maliampi', 'mad_river_wf'}",7.0,5.0,5.0,5.0,['LineagePulse']
393,{'Puumanamana'},{'hawaiidatascience'},{'metaflowmics'},1.0,1.0,1.0,1.0,"['noreturn', 'nucloc', 'noreturn', 'noreturn', 'diffseq', 'DNABarcodes']"
394,{'rmcolq'},{'virus-evolution'},{'phylopipe'},1.0,1.0,1.0,1.0,['totalVI']
395,"{'alexandregilardet', 'ZandraFagernas', 'alexhbnr', 'didillysquat', 'MarieGurke', 'ewels', 'IdoBar', 'evanfloden', 'MaddalenaCella', 'TCLamnidis', 'ashildv', 'maxibor', 'phue', 'sc13-bioinf', 'nf-core-bot', 'ggabernet', 'aidaanva', 'FilipThorn', 'jfy133', 'scarlhoff', 'charles-plessy', 'maxulysse', 'drpatelh', 'apeltzer', 'olgabot'}","{'didillysquat', 'FilipThorn', 'MarieGurke', 'nf-core', 'MaddalenaCella'}","{'nfconsensus', 'eager', 'nf-lcWGS-mapping-and-imputation', 'kopp_2021_fowl', 'nf-GL_popstructure'}",25.0,5.0,6.0,5.0,['ANGSD']
396,"{'J35P312', 'loipf', 'arontommi', 'malinlarsson', 'mmeier93', 'nebfield', 'danrlu', 'leebrian', 'mikson60', 'hysteron', 'mcamarad', 'SergFern', 'burkej1', 'katiesevans', 'nf-core-bot', 'cjjossart', 'samlhao', 'FriederikeHanssen', 'ChristinaVasil', 'WhoisDonlee', 'adrlar', 'apriltuesday', 'wheelern', 'lconde-ucl', 'rcappa1', 'olgabot', 'rpetit3', 'tskir', 'kerimoff', 'jfnavarro', 'didillysquat', 'stekaz', 'peterk87', 'brwnj', 'MarieGurke', 'BrianSanderson', 'mistyskye', 'stevekm', 'batson', 'pprieto', 'kcleal', 'grbot', 'ameintjes', 'tronbfxdev', 'edg1983', 'dzerbino', 'patricksorn', 'andresfsilva', 'faithman', 'fminneci', 'pblaney', 'davidmasp', 'sateeshperi', 'PhilPalmer', 'mciprianoCDC', 'mfoll', 'Sanger-ad7', 'neevor', 'jvierstra', 'nalcala', 'danielecook', 'hseabolt', 'MaddalenaCella', 'cgpu', 'brentp', 'lescai', 'tbukur', 'priesgo', 'wtsi-mercury', 'alneberg', 'aurelieGabriel', 'YussAb', 'jackmo375', 'gn5', 'aldembert', 'jackkamm', 'skrakau', 'Lipinski-B', 'dvolk', 'JasperO98', 'maxulysse', 'daviesdrew', 'kauralasoo', 'mamanambiya', 'apeltzer', 'rwtaylor', 'BaronKoy', 'szilvajuhos', 'tcezard', 'vladsaveliev', 'elyadlezmi', 'varshini712', 'chelauk', 'willemdek11', 'R-Cardenas', 'darlenewagner', 'ggabernet', 'jemten', 'pcantalupo', 'aleks96n', 'tdelhomme', 'projectoriented', 'Vlad-Dembrovskyi', 'kaurravneet4123', 'jasteen', 'ralf-tambets', 'evagradovich', 'davideyre'}","{'letaylor', 'TRON-Bioinformatics', 'loipf', 'ErasmusMC-Bioinformatics', 'jvierstra', 'didillysquat', 'peterk87', 'NYU-Molecular-Pathology', 'rwtaylor', 'EBIvariation', 'MarieGurke', 'SoutheyLab', 'MaddalenaCella', 'stevekm', 'nebfield', 'nibscbioinformatics', 'elyadlezmi', 'vladsaveliev', 'zamanianlab', 'HugoMananet', 'Monia234', 'R-Cardenas', 'brentp', 'SergFern', 'wtsi-hgi', 'AndersenLab', 'darlenewagner', 'czbiohub', 'sickle-in-africa', 'ampatchlab', 'YussAb', 'edg1983', 'aleks96n', 'TheJacksonLaboratory', 'quinlan-lab', 'h3abionet', 'pblaney', 'CDCgov', 'eQTL-Catalogue', 'genomic-medicine-sweden', 'lifebit-ai', 'IARCbioinfo', 'daviesdrew', 'mamanambiya', 'davideyre', 'genomicsengland'}","{'nf-pdx', 'mergeVCF_MutectStrelka', 'consensus-variant-caller', 'saw.sarek', 'variant-remapping', 'nf-lcWGS-mapping-and-imputation', 'RareDisease_RNA_workflow', 'NGS580-nf', 'nf-dnaseq', 'recalling', 'variantcalling', 'RNAseq-VC-nf', 'Variant_Calling', 'bug-flow', 'BioInfoKallisto', 'minimal_subset_genomic_dataset', 'nfvacal', 'nextflow_pipelines', 'cawdor', 'nf-rnasnv', 'eqtl', 'sc2-illumina-pipeline', 'SegMuVar', 'chipimputation_evaluate_chips', 'relate', 'MuTect2_target_chunking', 'SOMvc-pipeline', 'genimpute', 'NextFlow-VC-pipeline', 'nf-ionampliseq', 'qtlmap', 'WGS_pipeline', 'snpQT', 'Imputation-nf', 'IARC-imputation', 'nextflowViral', 'RNA2CM', 'nextflow-pipeline-demo', 'table_annovar-nf', 'nextflow-workflows', 'mmrSVD', 'alignment-nf', 'LG-PACT', 'genotype_qc', 'rare-disease-wf', 'mgp1000', 'nf-genotyping', 'mpcr-analyses-pipelines', 'phewas', 'covigator-ngs-pipeline', 'simulate', 'preon', 'popfreqs', 'nextflow-pipelines', 'annotation-nf', 'sc2-ngs-analysis', 'nf-core-viralevo', 'nf_scrna_deconvolution', 'kopp_2021_fowl', 'mycosnp-nf'}",108.0,46.0,102.0,60.0,"['BCFtools', 'BCFtools', 'BCFtools']"
397,{'MaddalenaCella'},{'MaddalenaCella'},{'nf-lcWGS-mapping-and-imputation'},1.0,1.0,1.0,1.0,['BEAGLE']
398,"{'phoenixAja', 'bluegenes', 'pranathivemuri', 'olgabot', 'lekhakaranam'}",{'czbiohub'},{'nf-predictorthologs'},5.0,1.0,1.0,1.0,"['FastQC', 'MultiQC', 'fastPHASE', 'Diamond', 'SAMtools', 'sourmash']"
399,"{'chris-cheshire', 'alexthiery', 'charlotte-west', 'CharlotteAnne', 'drpatelh', 'marc-jones', 'ewels', 'amchakra', 'nf-core-bot'}","{'nf-core', 'luslab'}","{'clipseq', 'nf-core-modules'}",9.0,2.0,3.0,2.0,['TRUmiCount']
400,{'lukasjelonek'},{'lukasjelonek'},{'sequencing-technology-usage-diagram'},1.0,1.0,1.0,1.0,['XTRACT']
401,{'snewhouse'},{'baiyuanxiang'},{'ngs_nextflow'},1.0,1.0,1.0,1.0,"['BWA', 'SAMBLASTER', 'Sambamba', 'Sambamba']"
402,"{'bewt85', 'rivera10', 'xlinxlin', 'maxulysse', 'angelovangel', 'drpatelh', 'd4straub', 'apeltzer', 'ewels', 'KevinMenden', 'nf-core-bot'}",{'nf-core'},{'bacass'},11.0,1.0,1.0,1.0,['DFAST']
403,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Mxrcon', 'sofstam', 'd4straub', 'nf-core-bot', 'rannick', 'nickhsmith', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'lassefolkersen', 'rpetit3', 'jfnavarro', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'jfy133', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'oschwengers', 'Mark-S-Hill', 'jasmezz', 'subwaystation', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'BatoolMM', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'apeltzer', 'abhi18av', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'ggabernet', 'c-mertes', 'GCJMackenzie', 'jemten', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'fbdtemme', 'piotr-faba-ardigen', 'sidorov-si'}",{'nf-core'},"{'funcscan', 'modules'}",107.0,1.0,2.0,2.0,['PredictPA']
404,"{'sminot', 'Channing-Zeng'}","{'Channing-Zeng', 'FredHutch'}","{'microbial-rnaseq', 'metagenomics-nf'}",2.0,2.0,2.0,2.0,['mpileup']
405,"{'raonyguimaraes', 'pditommaso'}","{'raonyguimaraes', 'pditommaso'}","{'nf-foo', 'nextflow-hello'}",2.0,2.0,7.0,2.0,['PncStress']
406,{'Tingvall'},{'Tingvall'},{'cutntag'},1.0,1.0,1.0,1.0,"['SAMtools', 'BEDTools', 'Bowtie', 'BEDTools']"
407,{'nservant'},{'bioinfo-pf-curie'},{'as-mapping'},1.0,1.0,1.0,1.0,"['FastQC', 'HISAT2', 'STAR', 'Bowtie', 'Picard', 'FeatureCounts', 'SAMtools', 'MultiQC']"
408,{'danielecook'},{'AndersenLab'},{'variant-simulations-nf'},1.0,1.0,1.0,1.0,"['SC3', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BCFtools', 'BED']"
409,"{'cgpu', 'imendes93', 'Vlad-Dembrovskyi'}",{'lifebit-ai'},{'pcgr-nf'},3.0,1.0,1.0,1.0,['VCFFilterJS']
410,"{'josephhalstead', 'chelauk'}","{'josephhalstead', 'chelauk'}","{'nextflow_small_germline_panel', 'nf-core-platypus', 'nf-core-mutectplatypus', 'test_nextflow_sarek'}",2.0,2.0,4.0,4.0,['platypus']
411,{'palfalvi'},{'palfalvi'},{'nanoporeseq'},1.0,1.0,1.0,1.0,['LoReAn']
412,{'yonghah'},{'yonghah'},{'geodata-pipeline'},1.0,1.0,2.0,1.0,"['GmT', 'GmT', 'GmT', 'GmT', 'GmT']"
413,"{'sjsabin', 'supark87'}",{'supark87'},{'minion_hrp2'},2.0,1.0,1.0,1.0,"['seqret', 'transeq']"
414,"{'ewels', 'yuxuth', 'jianhong', 'nf-core-bot'}",{'jianhong'},{'nf-core-hicar'},4.0,1.0,1.0,1.0,"['PCFamily', 'FIT']"
415,"{'fmaguire', 'Mxrcon', 'TGotwig', 'Accio', 'rpetit3'}",{'bactopia'},{'bactopia'},5.0,1.0,1.0,1.0,"['nanopolish', 'Unicycler', 'MBASED', 'SPAdes']"
416,"{'MarieGurke', 'ameintjes', 'FilipThorn', 'mamanambiya'}","{'MarieGurke', 'FilipThorn', 'h3abionet'}","{'nfvacal', 'chipimputation_evaluate_chips', 'nf-variantcaller'}",4.0,3.0,3.0,3.0,"['BCFtools', 'VCFtools']"
417,{'stekaz'},{'ampatchlab'},{'nf-isoseq'},1.0,1.0,1.0,1.0,"['MultiDataSet', 'MultiDataSet', 'Rqc', 'MultiDataSet']"
418,"{'sven1103', 'FelixKrueger', 'ewels', 'robsyme', 'Hammarn', 'phue', 'noirot', 'nf-core-bot', 'alneberg', 'colindaven', 'alesssia', 'nvk747', 'robinfchan', 'pditommaso', 'mashehu', 'maxulysse', 'drpatelh', 'apeltzer', 'gdevailly'}","{'nf-core', 'robinfchan'}","{'bisulfite_align_nf', 'methylseq'}",19.0,2.0,2.0,2.0,"['SAMtools', 'preseq']"
419,"{'fmalmeida', 'marchoeppner', 'palfalvi', 'hoelzer', 'ewels', 'd4straub', 'nf-core-bot', 'lstevens17', 'caspargross', 'rivera10', 'alemenze', 'angelovangel', 'genomicsITER', 'KevinMenden', 'bewt85', 'pufetin', 'xlinxlin', 'maxulysse', 'druvus', 'drpatelh', 'pgonzale60', 'thanhleviet', 'apeltzer', 'esrice'}","{'fmalmeida', 'ikmb', 'caspargross', 'tolkit', 'alemenze', 'palfalvi', 'grpiccoli', 'hoelzer', 'nf-core', 'thanhleviet', 'genomicsITER', 'esrice', 'KevinMenden'}","{'nanovirus', 'workflows', 'ONT-multi-assembly', 'HybridAssembly', 'NanoCLUST', 'bact-builder', 'nemADSQ', 'bacass', 'flye-assembly', 'FOG', 'nanoporeseq', 'nf-nanopore-assembly', 'hybrid-assembly', 'MpGAP'}",24.0,13.0,23.0,14.0,['CANU']
420,"{'erikrikarddaniel', 'alexandregilardet', 'arontommi', 'annacprice', 'antunderwood', 'JoseEspinosa', 'kmurat1', 'Darcy220606', 'Midnighter', 'nebfield', 'Hammarn', 'noirot', 'Mxrcon', 'sofstam', 'd4straub', 'naryamanesh', 'nf-core-bot', 'rannick', 'nickhsmith', 'andersgs', 'FriederikeHanssen', 'tamuanand', 'sguizard', 'ljmesi', 'ramprasadn', 'pditommaso', 'mjakobs', 'lskatz', 'louperelo', 'lassefolkersen', 'rpetit3', 'sven1103', 'jfnavarro', 'Danilo2771', 'Emiller88', 'heuermh', 'yocra3', 'avantonder', 'grst', 'stevekm', 'njspix', 'suzannejin', 'maxibor', 'Erkison', 'Jeremy1805', 'candiceh08', 'mjcipriano', 'jinmingda', 'muffato', 'MGordon09', 'nvk747', 'jfy133', 'sateeshperi', 'mashehu', 'sima-r', 'ajodeh-juma', 'oschwengers', 'Mark-S-Hill', 'subwaystation', 'laurabiggins', 'AntoniaSchuster', 'kojix2', 'hseabolt', 'pericsson', 'ewels', 'kevbrick', 'MillironX', 'fullama', 'phue', 'santiagorevale', 'praveenraj2018', 'sruthipsuresh', 'lescai', 'alneberg', 'BatoolMM', 'alesssia', 'tamara-hodgetts', 'riederd', 'bunop', 'KevinMenden', 'yuukiiwa', 'chris-cheshire', 'spficklin', 'charles-plessy', 'Gwennid', 'RHReynolds', 'maxulysse', 'emnilsson', 'drpatelh', 'thanhleviet', 'abhi18av', 'apeltzer', 's-andrews', 'mahesh-panchal', 'i-pletenev', 'fmalmeida', 'ntoda03', 'SPPearce', 'FelixKrueger', 'aleksandrabliznina', 'robsyme', 'SusiJo', 'jianhong', 'sysbiocoder', 'klkeys', 'ggabernet', 'colindaven', 'c-mertes', 'GCJMackenzie', 'jemten', 'robinfchan', 'FloWuenne', 'projectoriented', 'kaurravneet4123', 'bjohnnyd', 'Jani-94', 'fbdtemme', 'piotr-faba-ardigen', 'gdevailly', 'sidorov-si'}","{'nf-core', 'FAANG', 'robinfchan', 'sebastianlzy', 's-andrews', 'naryamanesh'}","{'modules', 'nextflow_pipelines', 'methylseq', 'nextflow-demo', 'bisulfite_align_nf', 'nf-bismarkAlignment', 'GSM-pipeline'}",120.0,6.0,10.0,7.0,['Bismark']
421,"{'phue', 'nschan'}","{'Gregor-Mendel-Institute', 'phue'}",{'aradeepopsis'},2.0,2.0,2.0,1.0,['TraceMontage']
422,{'danielecook'},{'AndersenLab'},{'variant-simulations-nf'},1.0,1.0,1.0,1.0,['SC3']
423,{'alexpiper'},{'alexpiper'},{'piperline'},1.0,1.0,1.0,1.0,"['SeqSQC', 'RTREE']"
424,{'ppedrioli'},{'digitalproteomes'},"{'NF-DIAUmpire', 'NF-SpectraST'}",1.0,1.0,2.0,2.0,['msConvert']
425,"{'grbot', 'alexpiper', 'kviljoen', 'cjfields', 'jrkirk61', 'pditommaso'}","{'alexpiper', 'HPCBio'}","{'piperline', '16S-rDNA-dada2-pipeline'}",6.0,2.0,3.0,2.0,"['SeqSQC', 'GPalignment']"
426,"{'sarseq', 'esrice', 'RVanDamme', 'hoelzer', 'louperelo', 'esteinig', 'idfarbanecha', 'brucemoran', 'MarieLataretu', 'replikation', 'kevbrick', 'vpeddu'}","{'sarseq', 'np-core', 'RVanDamme', 'louperelo', 'hoelzer', 'metagenlab', 'brucemoran', 'kevbrick', 'vpeddu', 'WarrenLab'}","{'nanopore_gDNA_CNA', 'sarseq2', 'nanopore', 'MUFFIN', 'mgnify-lr', 'modules', 'longmetarg', 'ev-meta', 'shortread-polish-nf', 'clean', 'pipeIt'}",12.0,10.0,11.0,11.0,"['Minimap2', 'SAMtools', 'SAMtools']"
427,{'jianhong'},{'jianhong'},{'universalModule'},1.0,1.0,1.0,1.0,"['ADaCGH2', 'BiocStyle', 'noreturn']"
