,nb_reuse,tools,nb_own,list_own,nb_contrib,list_contrib,nb_wf,list_wf
364,15,['FastQC'],12,"['vladsaveliev', 'seandavi', 'clairecoleman1', 'remiolsen', 'grpiccoli', 'mamanambiya', 'harleenduggal', 'CDCgov', 'czbiohub', 'jianhong', 'hawaiidatascience', 'nf-core']",88,"['pranathivemuri', 'praveenraj2018', 'stevin-wilson', 'amayer21', 'cjjossart', 'shbrief', 'rsuchecki', 'drejom', 'matrulda', 'mvanins', 'silviamorins', 'drpatelh', 'robsyme', 'george-hall-ucl', 'paulklemm', 'Hammarn', 'Emiller88', 'jwokaty', 'yuxuth', 'jordwil', 'ErikaKvalem', 'c-mertes', 'stevekm', 'JoseEspinosa', 'alneberg', 'Galithil', 'sofiahaglund', 'leebrian', 'na399', 'skrakau', 'chuan-wang', 'saramonzon', 'rfenouil', 'ppericard', 'antunderwood', 'maxulysse', 'kviljoen', 'Puumanamana', 'seandavi', 'apeltzer', 'mciprianoCDC', 'jun-wan', 'zxl124', 'arontommi', 'svarona', 'FriederikeHanssen', 'veeravalli', 'jcurado-flomics', 'chris-cheshire', 'drpowell', 'adomingues', 'ktrns', 'lpantano', 'grst', 'm3hdad', 'vladsaveliev', 'nf-core-bot', 'remiolsen', 'vezzi', 'heuermh', 'fbeghini', 'sven1103', 'mahesh-panchal', 'rpetit3', 'KevinMenden', 'colindaven', 'jianhong', 'mamanambiya', 'senthil10', 'ggabernet', 'SpikyClip', 'pditommaso', 'pcantalupo', 'jburos', 'sateeshperi', 'clairecoleman1', 'BABS-STP1', 'mashehu', 'ewels', 'hseabolt', 'olgabot', 'orionzhou', 'jemten', 'marchoeppner', 'd4straub', 'aanil', 'MiguelJulia', 'abhi18av']",15,"['cawdor', 'universalModule', 'nfcore-rnaseq', 'popfreqs', 'hicscaff', 'clipseq1', 'rnavar', 'vipr', 'FOG', 'curatedMetagenomicsNextflow', 'mycosnp-nf', 'metaflowmics', 'blastlca', 'viralrecon', 'nf-core-hicar']"
365,34,['GATK'],25,"['lauramble', 'chelauk', 'laclac102', 'maxemil', 'h3abionet', 'marcodelapierre', 'vladsaveliev', 'MDU-PHL', 'remiolsen', 'antunderwood', 'CDCgov', 'hawaiidatascience', 'nf-core', 'clairecoleman1', 'nf-modules', 'hoelzer', 'cyrildw', 'mahesh-panchal', 'ralsallaq', 'eQTL-Catalogue', 'harleenduggal', 'jimmyliu1326', 'jianhong', 'gis-rpd', 'NBISweden']",122,"['pranathivemuri', 'praveenraj2018', 'stevin-wilson', 'ramprasadn', 'projectoriented', 'amayer21', 'ljmesi', 'cjjossart', 'rsuchecki', 'drejom', 'matrulda', 'mvanins', 'angelovangel', 'silviamorins', 'drpatelh', 'bewt85', 'robsyme', 'george-hall-ucl', 'xlinxlin', 'paulklemm', 'Hammarn', 'Emiller88', 'yuxuth', 'jordwil', 'ErikaKvalem', 'c-mertes', 'JoseEspinosa', 'stevekm', 'alneberg', 'Galithil', 'sofiahaglund', 'chelauk', 'leebrian', 'na399', 'skrakau', 'chuan-wang', 'andreas-wilm', 'saramonzon', 'rfenouil', 'ppericard', 'antunderwood', 'maxulysse', 'Gwennid', 'kviljoen', 'HadrienG', 'Puumanamana', 'hoelzer', 'apeltzer', 'mciprianoCDC', 'jun-wan', 'aersoares81', 'royfrancis', 'zxl124', 'kerimoff', 'arontommi', 'svarona', 'veeravalli', 'FriederikeHanssen', 'jcurado-flomics', 'nimarafati', 'kauralasoo', 'lauramble', 'chris-cheshire', 'drpowell', 'maxemil', 'adomingues', 'ktrns', 'LucileSol', 'lpantano', 'marcodelapierre', 'rannick', 'm3hdad', 'vladsaveliev', 'grst', 'sharma-shruti', 'nf-core-bot', 'evanfloden', 'remiolsen', 'andersgs', 'heuermh', 'vezzi', 'Juke34', 'sven1103', 'cyrildw', 'mahesh-panchal', 'rpetit3', 'KevinMenden', 'ameintjes', 'xingaulaglag', 'colindaven', 'pontus', 'jianhong', 'mamanambiya', 'senthil10', 'ggabernet', 'SpikyClip', 'maxibor', 'pditommaso', 'verku', 'pcantalupo', 'jburos', 'azure-pipelines[bot]', 'sateeshperi', 'clairecoleman1', 'AntoniaSchuster', 'rivera10', 'BABS-STP1', 'mashehu', 'ewels', 'hseabolt', 'ralsallaq', 'olgabot', 'ralf-tambets', 'orionzhou', 'jemten', 'jimmyliu1326', 'marchoeppner', 'd4straub', 'aanil', 'MiguelJulia', 'jfy133', 'abhi18av']",31,"['nextflow-aws-batch-issue-1024', 'illumina-nf', 'clipseq1', 'rnavar', 'vipr', 'genimpute', 'rnaseq-vizfada', 'kovid-trees-nf', 'pipelines-nextflow', 'raredisease', 'nf-MappingOrMerging', 'dammit-nf', 'ampliseq', 'mycosnp-nf', 'trimmomatic', 'metaflowmics', 'hicscaff', 'umcaw', 'viralrecon', 'chipimputation_evaluate_chips', 'rpd-sg10k-grch38-gatk4-gvcf-freebayes-vcf', 'tCANS', 'test_nextflow_sarek', 'PhyloMagnet', 'mag', 'nf-core-hicar', 'universalModule', 'nfcore-rnaseq', 'bacass', 'test_nfcore_workflow_chain', 'metaGx_nf']"
366,2,['PAIR'],2,"['CDCgov', 'nf-core']",108,"['subwaystation', 'praveenraj2018', 'suzannejin', 'ramprasadn', 'projectoriented', 'ljmesi', 'fullama', 'cjjossart', 'GCJMackenzie', 'Midnighter', 'avantonder', 'yocra3', 'drpatelh', 'Emiller88', 'nickhsmith', 'Mark-S-Hill', 'nebfield', 'c-mertes', 'i-pletenev', 'JoseEspinosa', 'MGordon09', 'stevekm', 'Danilo2771', 'leebrian', 'sruthipsuresh', 'njspix', 'mjakobs', 'lescai', 'tamara-hodgetts', 'antunderwood', 'maxulysse', 'Gwennid', 'santiagorevale', 'sofstam', 'SPPearce', 'FelixKrueger', 'apeltzer', 'MillironX', 'mciprianoCDC', 'FloWuenne', 'spficklin', 'pericsson', 'arontommi', 'FriederikeHanssen', 'louperelo', 'charles-plessy', 'thanhleviet', 'lassefolkersen', 'chris-cheshire', 'alexandregilardet', 'candiceh08', 'ntoda03', 'grst', 'rannick', 'muffato', 'riederd', 'andersgs', 'heuermh', 'sima-r', 'BatoolMM', 'Darcy220606', 'jfnavarro', 'fbdtemme', 'mahesh-panchal', 'rpetit3', 'KevinMenden', 'annacprice', 'aleksandrabliznina', 'mjcipriano', 'jianhong', 'oschwengers', 'ajodeh-juma', 'ggabernet', 'sguizard', 'emnilsson', 'sysbiocoder', 'maxibor', 'pditommaso', 'piotr-faba-ardigen', 'bjohnnyd', 'lskatz', 'Jeremy1805', 'kmurat1', 'SusiJo', 'Erkison', 'bunop', 'Mxrcon', 'yuukiiwa', 'sateeshperi', 'tamuanand', 'AntoniaSchuster', 'kevbrick', 'mashehu', 'erikrikarddaniel', 'ewels', 'hseabolt', 'sidorov-si', 'RHReynolds', 'jinmingda', 'phue', 'jemten', 'kojix2', 'd4straub', 'fmalmeida', 'kaurravneet4123', 'klkeys', 'jfy133', 'abhi18av']",2,"['modules', 'mycosnp-nf']"
367,6,['FastQC'],6,"['vladsaveliev', 'clairecoleman1', 'cyrildw', 'CDCgov', 'jianhong', 'nf-core']",28,"['leebrian', 'stevin-wilson', 'ggabernet', 'ktrns', 'saramonzon', 'cjjossart', 'vladsaveliev', 'nf-core-bot', 'antunderwood', 'heuermh', 'maxulysse', 'drpatelh', 'sateeshperi', 'clairecoleman1', 'JoseEspinosa', 'cyrildw', 'ewels', 'mciprianoCDC', 'hseabolt', 'rpetit3', 'KevinMenden', 'yuxuth', 'svarona', 'ErikaKvalem', 'jcurado-flomics', 'jianhong', 'stevekm', 'MiguelJulia']",6,"['nf-MappingOrMerging', 'clipseq1', 'mycosnp-nf', 'umcaw', 'viralrecon', 'nf-core-hicar']"
368,2,['QUAST'],2,"['CENMIG', 'bactopia']",9,"['bhbhjs', 'ythaworn', 'TGotwig', 'rpetit3', 'Mxrcon', 'b600a', 'CENMIG', 'Accio', 'fmaguire']",2,"['snpplet', 'bactopia']"
369,2,['ClonalFrameML'],2,"['CENMIG', 'bactopia']",9,"['bhbhjs', 'ythaworn', 'TGotwig', 'rpetit3', 'Mxrcon', 'b600a', 'CENMIG', 'Accio', 'fmaguire']",2,"['snpplet', 'bactopia']"
370,2,['Prokka'],2,"['CENMIG', 'bactopia']",9,"['bhbhjs', 'ythaworn', 'TGotwig', 'rpetit3', 'Mxrcon', 'b600a', 'CENMIG', 'Accio', 'fmaguire']",2,"['snpplet', 'bactopia']"
371,4,['FastQC'],3,"['ChadFibke', 'CENMIG', 'bactopia']",12,"['kenyonalexander-alloy', 'bhbhjs', 'ythaworn', 'ChadFibke', 'kenyon-alexander', 'TGotwig', 'rpetit3', 'Mxrcon', 'b600a', 'CENMIG', 'Accio', 'fmaguire']",3,"['snpplet', 'germ', 'bactopia']"
372,2,['MultiQC'],2,"['CENMIG', 'bactopia']",9,"['bhbhjs', 'ythaworn', 'TGotwig', 'rpetit3', 'Mxrcon', 'b600a', 'CENMIG', 'Accio', 'fmaguire']",2,"['snpplet', 'bactopia']"
373,2,['Trimmomatic'],2,"['CENMIG', 'baiyuanxiang']",5,"['bhbhjs', 'ythaworn', 'snewhouse', 'b600a', 'CENMIG']",2,"['snpplet', 'ngs_nextflow']"
374,3,['FastQC'],3,"['CENMIG', 'baiyuanxiang', 'bactopia']",10,"['bhbhjs', 'ythaworn', 'TGotwig', 'snewhouse', 'rpetit3', 'Mxrcon', 'b600a', 'CENMIG', 'Accio', 'fmaguire']",3,"['snpplet', 'ngs_nextflow', 'bactopia']"
375,2,['SAMtools'],2,"['CENMIG', 'baiyuanxiang']",5,"['bhbhjs', 'ythaworn', 'snewhouse', 'b600a', 'CENMIG']",2,"['snpplet', 'ngs_nextflow']"
376,1,"['BWA', 'SAMtools', 'SAMtools', 'SAMtools', 'GATK', 'SAMtools', 'SAMtools', 'SAMtools']",1,['CENMIG'],4,"['b600a', 'bhbhjs', 'CENMIG', 'ythaworn']",1,['snpplet']
377,2,"['STAR', 'Ganon', 'GTfold']",2,"['bbi-lab', 'CENMIG']",8,"['bhbhjs', 'ythaworn', 'aishwaryagogate', 'brgew', 'lilu-martin', 'b600a', 'hpliner', 'CENMIG']",2,"['snpplet', 'bbi-sci']"
378,2,"['GATK', 'GATK', 'BCFtools']",2,"['bbi-lab', 'CENMIG']",8,"['bhbhjs', 'ythaworn', 'aishwaryagogate', 'brgew', 'lilu-martin', 'b600a', 'hpliner', 'CENMIG']",2,"['snpplet', 'bbi-sci']"
379,1,['CARGO'],1,['CGUTA'],1,['CGUTA'],1,['hugeheat']
380,1,"['Blue', 'FIRE', 'TMAT', 'Threshold-seq', 'tmax', 'MIND', 'pyGAPS']",1,['CGUTA'],1,['CGUTA'],1,['hugeheat']
381,1,['CARGO'],1,['CGUTA'],1,['CGUTA'],1,['hugeheat']
382,1,['snippy'],1,['CJREID'],1,['CJREID'],1,['snplord-nf']
383,1,"['THREADER', 'Distanced', 'GPalignment']",1,['COG-UK'],1,['rmcolq'],1,['datapipe']
384,1,"['GPalignment', 'THREADER']",1,['COG-UK'],1,['rmcolq'],1,['datapipe']
385,1,['THREADER'],1,['COG-UK'],1,['rmcolq'],1,['datapipe']
386,1,['Minimap2'],1,['COG-UK'],1,['rmcolq'],1,['datapipe']
387,1,['THREADER'],1,['COG-UK'],1,['rmcolq'],1,['datapipe']
388,1,"['GPalignment', 'THREADER']",1,['COG-UK'],1,['rmcolq'],1,['datapipe']
389,1,"['GPalignment', 'THREADER']",1,['COG-UK'],1,['rmcolq'],1,['datapipe']
390,1,['LineagePulse'],1,['COG-UK'],1,['rmcolq'],1,['datapipe']
391,1,['SAMtools'],1,['CRG-CNAG'],5,"['evanfloden', 'kojix2', 'anvlasova', 'pditommaso', 'emi80']",1,['CalliNGS-NF']
392,1,['GATK'],1,['CRG-CNAG'],5,"['evanfloden', 'kojix2', 'anvlasova', 'pditommaso', 'emi80']",1,['CalliNGS-NF']
393,1,['STAR'],1,['CRG-CNAG'],5,"['evanfloden', 'kojix2', 'anvlasova', 'pditommaso', 'emi80']",1,['CalliNGS-NF']
394,1,['VCFtools'],1,['CRG-CNAG'],5,"['evanfloden', 'kojix2', 'anvlasova', 'pditommaso', 'emi80']",1,['CalliNGS-NF']
395,1,"['STAR', 'SAMtools', 'SAMtools']",1,['CRG-CNAG'],5,"['evanfloden', 'kojix2', 'anvlasova', 'pditommaso', 'emi80']",1,['CalliNGS-NF']
396,1,['GATK'],1,['CRG-CNAG'],5,"['evanfloden', 'kojix2', 'anvlasova', 'pditommaso', 'emi80']",1,['CalliNGS-NF']
397,1,"['GATK', 'GATK', 'SAMtools']",1,['CRG-CNAG'],5,"['evanfloden', 'kojix2', 'anvlasova', 'pditommaso', 'emi80']",1,['CalliNGS-NF']
398,1,"['GATK', 'GATK']",1,['CRG-CNAG'],5,"['evanfloden', 'kojix2', 'anvlasova', 'pditommaso', 'emi80']",1,['CalliNGS-NF']
399,1,['GATK'],1,['CRG-CNAG'],5,"['evanfloden', 'kojix2', 'anvlasova', 'pditommaso', 'emi80']",1,['CalliNGS-NF']
400,1,"['Mash', 'Mash', 'HIT']",1,['ChadFibke'],3,"['ChadFibke', 'kenyon-alexander', 'kenyonalexander-alloy']",1,['germ']
401,1,['BUSCO'],1,['ChadFibke'],3,"['ChadFibke', 'kenyon-alexander', 'kenyonalexander-alloy']",1,['germ']
402,1,"['MLST', 'ABRicate']",1,['ChadFibke'],3,"['ChadFibke', 'kenyon-alexander', 'kenyonalexander-alloy']",1,['germ']
403,1,['Trimmomatic'],1,['ChadFibke'],3,"['ChadFibke', 'kenyon-alexander', 'kenyonalexander-alloy']",1,['germ']
404,1,"['BWA', 'SAMtools', 'BWA', 'SAMtools', 'SAMtools', 'pilon']",1,['ChadFibke'],3,"['ChadFibke', 'kenyon-alexander', 'kenyonalexander-alloy']",1,['germ']
405,2,"['TaxIt', 'MoDEL']",2,"['Channing-Zeng', 'jgolob']",3,"['Channing-Zeng', 'sminot', 'jgolob']",2,"['metagenomics-nf', 'maliampi']"
406,2,"['SAMtools', 'SAMtools', 'mosdepth']",2,"['jguhlin', 'Channing-Zeng']",2,"['jguhlin', 'Channing-Zeng']",2,"['metagenomics-nf', 'useful-nextflow-patterns']"
407,2,['SAMtools'],2,"['jguhlin', 'Channing-Zeng']",2,"['jguhlin', 'Channing-Zeng']",2,"['metagenomics-nf', 'useful-nextflow-patterns']"
408,2,['FractBias'],2,"['Channing-Zeng', 'jiangfuqing']",2,"['Channing-Zeng', 'Zethson']",2,"['metagenomics-nf', 'CRISPR-Cas-off-target-identification']"
409,2,"['RANKS', 'LineagePulse']",2,"['Channing-Zeng', 'jiangfuqing']",2,"['Channing-Zeng', 'Zethson']",2,"['metagenomics-nf', 'CRISPR-Cas-off-target-identification']"
410,2,['GAPPA'],2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'apeltzer', 'ewels', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
411,2,['GAPPA'],2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'apeltzer', 'ewels', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
412,2,['GAPPA'],2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'apeltzer', 'ewels', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
413,2,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'ewels', 'apeltzer', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
414,2,"['BWA', 'SAMtools', 'SAMtools']",2,"['jguhlin', 'Channing-Zeng']",2,"['jguhlin', 'Channing-Zeng']",2,"['metagenomics-nf', 'useful-nextflow-patterns']"
415,2,['FastQC'],2,"['jguhlin', 'Channing-Zeng']",2,"['jguhlin', 'Channing-Zeng']",2,"['metagenomics-nf', 'useful-nextflow-patterns']"
416,1,['GUPPY'],1,['Channing-Zeng'],1,['Channing-Zeng'],1,['metagenomics-nf']
417,2,['GUPPY'],2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'apeltzer', 'ewels', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
418,2,['GUPPY'],2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'apeltzer', 'ewels', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
419,2,['BWA'],2,"['Channing-Zeng', 'jiangfuqing']",4,"['ewels', 'drpatelh', 'apeltzer', 'Channing-Zeng']",2,"['atac-seq', 'metagenomics-nf']"
420,4,['GATK'],2,"['Channing-Zeng', 'GMS6804-master']",15,"['alneberg', 'pallolason', 'marcelm', 'ewels', 'arontommi', 'J35P312', 'Channing-Zeng', 'maxulysse', 'jtk622', 'malinlarsson', 'szilvajuhos', 'waffle-iron', 'jongtaek-kim', 'pditommaso', 'Sebastian-D']",2,"['metagenomics-nf', 'Sarek']"
421,3,['GATK'],2,"['Channing-Zeng', 'GMS6804-master']",15,"['alneberg', 'pallolason', 'marcelm', 'ewels', 'arontommi', 'J35P312', 'Channing-Zeng', 'maxulysse', 'jtk622', 'malinlarsson', 'szilvajuhos', 'waffle-iron', 'jongtaek-kim', 'pditommaso', 'Sebastian-D']",2,"['metagenomics-nf', 'Sarek']"
422,2,"['BCFtools', 'BWA', 'FastQC', 'FreeBayes', 'GATK', 'MultiQC', 'QualiMap', 'SAMtools', 'VCFtools']",2,"['Channing-Zeng', 'GMS6804-master']",15,"['alneberg', 'pallolason', 'marcelm', 'ewels', 'arontommi', 'J35P312', 'Channing-Zeng', 'maxulysse', 'jtk622', 'malinlarsson', 'szilvajuhos', 'waffle-iron', 'jongtaek-kim', 'pditommaso', 'Sebastian-D']",2,"['metagenomics-nf', 'Sarek']"
423,2,['BWA'],2,"['Channing-Zeng', 'GMS6804-master']",15,"['alneberg', 'pallolason', 'marcelm', 'ewels', 'arontommi', 'J35P312', 'Channing-Zeng', 'maxulysse', 'jtk622', 'malinlarsson', 'szilvajuhos', 'waffle-iron', 'jongtaek-kim', 'pditommaso', 'Sebastian-D']",2,"['metagenomics-nf', 'Sarek']"
424,2,['BWA'],2,"['Channing-Zeng', 'FriederikeHanssen']",4,"['Channing-Zeng', 'FriederikeHanssen', 'ggabernet', 'matrulda']",2,"['metagenomics-nf', 'bamtofastq']"
425,2,['BWA'],2,"['Channing-Zeng', 'FriederikeHanssen']",4,"['Channing-Zeng', 'FriederikeHanssen', 'ggabernet', 'matrulda']",2,"['metagenomics-nf', 'bamtofastq']"
426,2,['Prokka'],2,"['Channing-Zeng', 'FredHutch']",2,"['Channing-Zeng', 'sminot']",2,"['metagenomics-nf', 'prokka-nf']"
427,2,['SAMtools'],2,"['Channing-Zeng', 'FriederikeHanssen']",4,"['Channing-Zeng', 'FriederikeHanssen', 'ggabernet', 'matrulda']",2,"['metagenomics-nf', 'bamtofastq']"
428,2,"['SAMtools', 'SAMtools']",2,"['Channing-Zeng', 'FriederikeHanssen']",4,"['Channing-Zeng', 'FriederikeHanssen', 'ggabernet', 'matrulda']",2,"['metagenomics-nf', 'bamtofastq']"
429,2,['MultiQC'],2,"['Channing-Zeng', 'FriederikeHanssen']",4,"['Channing-Zeng', 'FriederikeHanssen', 'ggabernet', 'matrulda']",2,"['metagenomics-nf', 'bamtofastq']"
430,2,['FastQC'],2,"['Channing-Zeng', 'FriederikeHanssen']",2,"['Channing-Zeng', 'LaurenceKuhl']",2,"['shrnacount', 'metagenomics-nf']"
431,2,['SAMtools'],2,"['Channing-Zeng', 'GFrosi']",2,"['Channing-Zeng', 'GFrosi']",2,"['metagenomics-nf', 'Nextflow-BEDtoBAM-IndexBAM']"
432,2,"['BWA', 'SAMtools']",2,"['Channing-Zeng', 'GMS6804-master']",15,"['alneberg', 'pallolason', 'marcelm', 'ewels', 'arontommi', 'Channing-Zeng', 'J35P312', 'maxulysse', 'jtk622', 'malinlarsson', 'szilvajuhos', 'waffle-iron', 'jongtaek-kim', 'pditommaso', 'Sebastian-D']",2,"['metagenomics-nf', 'Sarek']"
433,2,"['BWA', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['Channing-Zeng', 'GMS6804-master']",15,"['alneberg', 'pallolason', 'marcelm', 'ewels', 'arontommi', 'Channing-Zeng', 'J35P312', 'maxulysse', 'jtk622', 'malinlarsson', 'szilvajuhos', 'waffle-iron', 'jongtaek-kim', 'pditommaso', 'Sebastian-D']",2,"['metagenomics-nf', 'Sarek']"
434,2,['Annot'],2,"['Channing-Zeng', 'GMS6804-master']",15,"['alneberg', 'pallolason', 'marcelm', 'ewels', 'arontommi', 'Channing-Zeng', 'J35P312', 'maxulysse', 'jtk622', 'malinlarsson', 'szilvajuhos', 'waffle-iron', 'jongtaek-kim', 'pditommaso', 'Sebastian-D']",2,"['metagenomics-nf', 'Sarek']"
435,2,['BWA'],2,"['Channing-Zeng', 'jiangfuqing']",4,"['ewels', 'drpatelh', 'apeltzer', 'Channing-Zeng']",2,"['atac-seq', 'metagenomics-nf']"
436,2,['Cutadapt'],2,"['Channing-Zeng', 'FredHutch']",2,"['Channing-Zeng', 'sminot']",2,"['metagenomics-nf', 'VMAA']"
437,2,['MEGAHIT'],2,"['Channing-Zeng', 'FredHutch']",2,"['Channing-Zeng', 'sminot']",2,"['metagenomics-nf', 'VMAA']"
438,2,"['BWA', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['Channing-Zeng', 'FredHutch']",2,"['Channing-Zeng', 'sminot']",2,"['metagenomics-nf', 'VMAA']"
439,2,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['Channing-Zeng', 'FredHutch']",2,"['Channing-Zeng', 'sminot']",2,"['metagenomics-nf', 'VMAA']"
440,2,"['BWA', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['Channing-Zeng', 'FredHutch']",2,"['Channing-Zeng', 'sminot']",2,"['metagenomics-nf', 'ccs-nf']"
441,2,['CellProfiler'],2,"['Channing-Zeng', 'FredHutch']",4,"['Channing-Zeng', 'DevNambi', 'ehatch9', 'sminot']",2,"['metagenomics-nf', 'cellprofiler-batch-nf']"
442,2,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['Channing-Zeng', 'FredHutch']",2,"['Channing-Zeng', 'sminot']",2,"['diamond-build-tax-db', 'metagenomics-nf']"
443,2,"['MoSDi', 'contigtax', 'mpileup', 'DEPTH']",2,"['Channing-Zeng', 'FredHutch']",2,"['Channing-Zeng', 'mzager']",2,"['metagenomics-nf', 'dvc-pipelines']"
444,2,['Mgenome'],2,"['Channing-Zeng', 'FredHutch']",2,"['Channing-Zeng', 'sminot']",2,"['metagenomics-nf', 'VMAA']"
445,2,"['TaxIt', 'MoDEL']",2,"['Channing-Zeng', 'jgolob']",3,"['Channing-Zeng', 'sminot', 'jgolob']",2,"['metagenomics-nf', 'maliampi']"
446,2,"['SAMtools', 'SAMtools', 'mosdepth']",2,"['jguhlin', 'Channing-Zeng']",2,"['jguhlin', 'Channing-Zeng']",2,"['metagenomics-nf', 'useful-nextflow-patterns']"
447,2,['SAMtools'],2,"['jguhlin', 'Channing-Zeng']",2,"['jguhlin', 'Channing-Zeng']",2,"['metagenomics-nf', 'useful-nextflow-patterns']"
448,2,['LineagePulse'],2,"['Channing-Zeng', 'jiangfuqing']",2,"['Channing-Zeng', 'Zethson']",2,"['metagenomics-nf', 'CRISPR-Cas-off-target-identification']"
449,2,['TaxIt'],2,"['Channing-Zeng', 'jiangfuqing']",2,"['Channing-Zeng', 'Zethson']",2,"['metagenomics-nf', 'CRISPR-Cas-off-target-identification']"
450,2,['TaxIt'],2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'apeltzer', 'ewels', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
451,2,['TaxIt'],2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'apeltzer', 'ewels', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
452,2,['RAxML-NG'],2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'apeltzer', 'ewels', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
453,2,"['SAMtools', 'SAMtools', 'SAMtools', 'SAMtools', 'SAMtools']",2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'ewels', 'apeltzer', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
454,2,['Picard'],2,"['Channing-Zeng', 'jiangfuqing']",9,"['tiagochst', 'sofiahaglund', 'ewels', 'apeltzer', 'Channing-Zeng', 'chuan-wang', 'Rotholandus', 'winni2k', 'drpatelh']",2,"['metagenomics-nf', 'Chip-seq']"
455,2,['kraken2'],2,"['Chiamh', 'Clinical-Genomics-Linkoping']",7,"['JPWerling', 'sylvinite', 'carlo-berg', 'bokelund', 'sofsta', 'Chiamh', 'LordRust']",2,"['meta-omics-nf', 'gms-JASEN']"
456,1,"['fastPHASE', 'STAR']",1,['Chiamh'],1,['Chiamh'],1,['meta-omics-nf']
457,1,['Diamond'],1,['Chiamh'],1,['Chiamh'],1,['meta-omics-nf']
458,1,"['fastPHASE', 'BWA', 'SAMtools']",1,['Chiamh'],1,['Chiamh'],1,['meta-omics-nf']
459,1,"['fastPHASE', 'STAR']",1,['Chiamh'],1,['Chiamh'],1,['meta-omics-nf']
460,1,['Bracken'],1,['Chiamh'],1,['Chiamh'],1,['meta-omics-nf']
461,1,"['Bowtie', 'SAMtools']",1,['Chiamh'],1,['Chiamh'],1,['meta-omics-nf']
462,1,['kraken2'],1,['Chiamh'],1,['Chiamh'],1,['meta-omics-nf']
463,1,['Geneid'],1,['ChristopherBrunner'],1,['ChristopherBrunner'],1,['sRNAFinder']
464,1,"['BEDTools', 'BEDTools']",1,['ChristopherBrunner'],1,['ChristopherBrunner'],1,['sRNAFinder']
465,2,['SAMtools'],2,"['Clinical-Genomics-Linkoping', 'covidestim']",3,"['fayetteklaassen', 'marcusrussi', 'Clinical-Genomics-Linkoping']",2,"['dailyFlow', 'artic-pangolin-nf']"
466,3,['BCFtools'],3,"['cpang429', 'didillysquat', 'Clinical-Genomics-Linkoping']",2,"['didillysquat', 'Clinical-Genomics-Linkoping']",3,"['kopp_2021_fowl', 'artic-pangolin-nf', 'directrna']"
467,2,['bedGraphToBigWig'],2,"['cpang429', 'Clinical-Genomics-Linkoping']",1,['Clinical-Genomics-Linkoping'],2,"['artic-pangolin-nf', 'directrna']"
468,2,['SAMtools'],2,"['cpang429', 'Clinical-Genomics-Linkoping']",1,['Clinical-Genomics-Linkoping'],2,"['artic-pangolin-nf', 'directrna']"
